c_late,makespan,total_cost
2000,232.76055320131306,388879.03157591424
2000,201.99857229953324,354047.396165877
2000,259.9136560843947,432505.98208280856
2000,241.77161819898234,401884.77965486306
2000,220.85506185905993,373767.1992573621
2000,232.0027406746551,387971.67473079613
2000,261.7778909991249,435817.8621760126
2000,201.32775380142323,353738.44959244796
2000,198.5182312837093,351740.2651204023
2000,192.3371110829844,351681.6593657942
2000,236.16634464349133,393735.0993578078
2000,193.2222736666984,351998.131547746
2000,202.7201071495139,354657.0107114655
2000,205.19502273211248,356567.3649192272
2000,198.98991738916243,352249.7167240634
2000,260.8699312106379,434259.0422049379
2000,231.527991891215,387289.8121323686
2000,210.25141997081377,361098.0457906397
2000,260.83917916806246,434244.34082279366
2000,205.18786481916794,356584.1461163893
2000,205.59043481531873,356951.18586702936
2000,237.65905691876085,395880.0634844426
2000,205.63046588897086,356934.82311699516
2000,197.83326609572316,351391.1465496189
2000,191.7137618796243,351481.7079045514
2000,191.57146918212507,351543.5166303405
2000,210.24282349345143,361319.83165824227
2000,197.25140199117757,351628.26368181384
2000,240.286128222701,399066.7540773452
2000,192.1974807458248,351526.1148257699
2000,214.77485107413176,366273.74360456323
2000,199.19718068914798,352287.6897791859
2000,203.47592769663595,355324.1531100883
2000,223.99411613898187,377182.52324474225
2000,212.34739392411822,363011.7579677059
2000,200.48379090418243,353095.2512590239
2000,250.48628588451697,416042.525043982
2000,258.9933241502565,430820.8805728132
2000,226.48860413061794,380497.6783563548
2000,198.34455931729747,351883.97017950204
2000,202.2513737709526,354485.3496569121
2000,263.67629903089716,439052.3276554737
2000,255.7197751418961,425338.3670485406
2000,227.41401015801418,381007.81952738157
2000,224.36044738512888,377652.8664182543
2000,190.73909445998592,351346.10678943095
2000,194.83406509114982,350657.4277190458
2000,216.18621926547164,367640.1576931799
2000,192.19210090503873,351680.13499680103
2000,196.43416457160734,350990.43921326
2000,223.09301714897433,376233.1609630003
2000,194.23007189858245,351954.8445271149
2000,217.211469827049,369206.82528636407
2000,188.9010236582465,349462.91074245377
2000,249.14291437155921,413765.87769011816
2000,229.94296501203078,384968.4965232529
2000,256.3915849669635,426544.5185718494
2000,191.2666758115608,351032.0826590825
2000,234.51106856605674,391112.706920012
2000,201.56101077142776,353965.87892650114
2000,211.4238496800522,362410.5300795147
2000,209.60125820218425,360517.80129686947
2000,257.67603684612965,428559.03916793095
2000,221.94884749394518,375320.6831478993
2000,229.2327482471144,384217.487171314
2000,222.49243822901715,375458.95666989684
2000,217.72450631792748,369500.12641021266
2000,213.66521559637616,365280.76106195524
2000,245.61606928953648,407771.2712697138
2000,226.89596937681972,381289.8535574967
2000,216.25297212555537,367755.6542279584
2000,258.4121582514275,429989.052760871
2000,223.57176797268983,376728.15040022135
2000,199.13766878541986,352304.8381483033
2000,265.3364509960739,442065.43124226935
2000,219.83301379722835,372492.974073555
2000,193.43910961597308,351195.2752211448
2000,192.76992337787613,351467.1264612947
2000,241.90329731682752,401981.44605149725
2000,257.84290624577636,428870.9233207964
2000,226.18474848912211,379961.50432471785
2000,267.2217232583182,445601.6446726179
2000,187.53888135312923,350763.41453861166
2000,224.23183598774065,377442.5699256646
2000,245.58473966510923,407779.13528076647
2000,226.01370011601423,379812.17320726556
2000,251.3099692107701,417508.55344288284
2000,241.72486644920187,401822.8084150986
2000,233.8292212795729,390098.9922755781
2000,203.231012277859,355252.12867224956
2000,208.8555638204754,359745.4385558754
2000,206.08064343302183,357003.0977253561
2000,186.6724095536801,351390.8760846028
2000,197.3403107476057,351393.0822549635
2000,207.66910540279812,358678.361098811
2000,238.61100157789377,396594.9859145447
2000,242.6328526040854,403053.3513189006
